click_id,id,timestamp,type,campaign,banner,content_unit,network,browser,operating_system,country,state,city
4906,"7,02765927338449E+018",1636254432,DYNAMIC,4833891,14934999,4417021,42,11,17,1,6,11322
4907,"7,02765929055611E+018",1636254436,DYNAMIC,4854461,14942427,4386889,241,11,17,1,2,35187
4908,"7,0276593335082E+018",1636254446,CLICK_COMMAND,4763464,14680388,4607866,3578,6,17,2,51,1703
4909,"7,02765933782617E+018",1636254447,DYNAMIC,4814083,14874707,4698218,3506,8,14,1,9,1783
4910,"7,02765937646653E+018",1636254456,SUBREQUEST_PARENT,1907433,14055848,3769569,42,0,0,1,10,613006
4911,"7,0276593850465E+018",1636254458,CLICK_COMMAND,4722507,14666392,4690250,268,8,14,96,6771,56069
4912,"7,02765939363938E+018",1636254460,DYNAMIC,3978680,11978886,2787888,495,11,17,7,2563,74333
4913,"7,02765940222486E+018",1636254462,DYNAMIC,4799702,14770779,4291409,408,0,14,1,6,11322
4914,"7,02765940652147E+018",1636254463,DYNAMIC,3973939,13603176,3769568,42,0,12,1,6,11322
4915,"7,02765943228891E+018",1636254469,DYNAMIC,4520817,14060295,4662602,42,0,5,1,1,302502
4916,"7,02765943658539E+018",1636254470,CLICK_COMMAND,4794160,14766444,3849549,268,11,5,246,831,54659
4917,"7,02765949672509E+018",1636254484,SUBREQUEST_PARENT,1907433,6517886,3702470,42,15,17,1,6,11322
4918,"7,02765955255088E+018",1636254497,CLICK_COMMAND,4736353,14591329,4569224,250,8,14,1,13,2384
4919,"7,02765959550016E+018",1636254507,CLICK_COMMAND,4093287,14507801,4320420,3202,30,12,1,7,22751
4920,"7,0276596040939E+018",1636254509,CLICK_COMMAND,4718272,14565536,4647948,3334,11,12,1,2,94093
4921,"7,02765962556414E+018",1636254514,CLICK_COMMAND,4687289,14668617,2987390,268,11,10,7,2593,86014
4922,"7,02765963845226E+018",1636254517,CLICK_COMMAND,4718294,14565817,4584227,3334,11,12,1,7,1712
4923,"7,02765965562754E+018",1636254521,DYNAMIC,3304670,10286351,3615779,42,11,12,1,10,207057
4924,"7,02765966421826E+018",1636254523,DYNAMIC,4799702,14770779,4291409,408,11,12,1,1,93761
4925,"7,02765966852385E+018",1636254524,DYNAMIC,4808164,14796179,3702467,42,6,17,1,2,3324
4926,"7,02765973293951E+018",1636254539,CLICK_COMMAND,4027819,12148911,4596175,268,11,12,1,10,1769
4927,"7,02765975871783E+018",1636254545,DYNAMIC,4843730,14912384,3769570,42,0,0,1,1,1765
4928,"7,02765977159428E+018",1636254548,DYNAMIC,4822048,14914515,4698786,268,11,17,7,5459,82796
4929,"7,02765977588695E+018",1636254549,DYNAMIC,4847998,14924443,4386889,241,6,6,1,11,96016
4930,"7,02765977588833E+018",1636254549,DYNAMIC,4709690,14654261,4596310,268,11,12,7,5459,82796
4931,"7,02765979306852E+018",1636254553,CLICK_COMMAND,4660100,14419558,4650535,3391,11,12,7,2597,87021
4932,"7,02765979736127E+018",1636254554,SUBREQUEST_PARENT,1907433,6517883,3769543,42,11,17,1,15,207491
4933,"7,02765982742643E+018",1636254561,DYNAMIC,4815388,14811126,3425369,408,11,12,1,10,1769
4934,"7,02765983172205E+018",1636254562,DYNAMIC,4835407,14940563,4343117,3317,11,12,2,51,952576
4935,"7,02765986178702E+018",1636254569,DYNAMIC,4690375,14486307,4386889,241,11,6,1,2,42476
4936,"7,02765987038207E+018",1636254571,SUBREQUEST_PARENT,1907433,6517918,3769555,42,11,12,1,10,10200
4937,"7,02765987896813E+018",1636254573,CLICK_COMMAND,3816060,11595499,4560315,268,11,12,1,13,96445
4938,"7,02765994768499E+018",1636254589,CLICK_COMMAND,4794158,14766445,4642279,268,8,14,202,2238,69675
4939,"7,02765996486925E+018",1636254593,CLICK_COMMAND,4772181,14694390,4405735,3348,11,16,1,7,1712
4940,"7,02765997346207E+018",1636254595,CLICK_COMMAND,4718294,14565817,4584227,3334,11,6,1,9,38325
4941,"7,02765999922663E+018",1636254601,CLICK_COMMAND,1536643,5246144,3423941,19,0,6,NULL,NULL,NULL
4942,"7,02766001640571E+018",1636254605,DYNAMIC,3661945,11187003,3849940,3232,8,14,7,2597,87021
4943,"7,02766008942186E+018",1636254622,DYNAMIC,4671749,14640686,3695213,268,8,14,1,15,1028479
4944,"7,02766009801042E+018",1636254624,DYNAMIC,4379044,13670847,4372905,3388,6,10,1,7,22751
4945,"7,02766010230407E+018",1636254625,DYNAMIC,4725932,14558969,3922336,270,11,6,7,2582,81722
4946,"7,02766012378874E+018",1636254631,CLICK_COMMAND,4740776,14607328,4636957,3334,6,17,1,13,96427
4947,"7,02766017532461E+018",1636254642,CLICK_COMMAND,4718294,14565817,4584227,3334,11,12,1,7,1712
4948,"7,02766018391042E+018",1636254644,CLICK_COMMAND,4704373,14586215,3849549,268,11,5,1,2,35187
4949,"7,02766024404311E+018",1636254658,CLICK_COMMAND,4718294,14565817,4584227,3334,11,12,1,3,482412
4950,"7,02766026121812E+018",1636254662,CLICK_COMMAND,4716982,14535631,4677643,250,0,14,1,10,207057
4951,"7,02766029128388E+018",1636254669,CLICK_COMMAND,4722481,14667897,4690250,268,8,14,4,667,51604
4952,"7,02766029128827E+018",1636254669,CLICK_COMMAND,4828130,14860998,4599678,268,11,12,1,10,10200
4953,"7,0276603256444E+018",1636254677,DYNAMIC,4799702,14770779,4291409,408,11,12,1,3,1739
4954,"7,02766034283142E+018",1636254681,SUBREQUEST_PARENT,1907433,14055013,3769572,42,0,12,3,32,17058
4955,"7,027660347118E+018",1636254682,DYNAMIC,4818325,14819178,4386889,241,11,6,1,2,42476
4956,"7,02766035141231E+018",1636254683,DYNAMIC,4678050,14460026,4386889,241,8,14,1,1,206375
4957,"7,02766035142201E+018",1636254683,CLICK_COMMAND,4718294,14565817,4584227,3334,11,12,1,2,870402
4958,"7,02766038148448E+018",1636254690,CLICK_COMMAND,4718294,14565817,4584227,3334,11,12,1,11,1012208
4959,"7,02766039006813E+018",1636254692,DYNAMIC,4822048,14938160,4698786,268,11,10,7,5459,82796
4960,"7,0276604931461E+018",1636254716,CLICK_COMMAND,4796551,14824036,4634571,268,0,0,7,2554,72185
4961,"7,02765797629572E+018",1636254130,DYNAMIC,4717629,14537303,3702467,42,11,17,1,10,677132
4962,"7,02765800206703E+018",1636254136,DYNAMIC,4722755,14675362,4694276,3334,15,17,1,7,1712
4963,"7,0276580063622E+018",1636254137,DYNAMIC,3998268,13603168,3769574,42,0,12,1,2,1019640
4964,"7,02765802355255E+018",1636254141,SUBREQUEST_PARENT,1907433,14055974,3769572,42,11,12,1,10,207151
4965,"7,02765804072652E+018",1636254145,DYNAMIC,4843787,14912502,4504721,42,11,12,1,9,35066
4966,"7,02765804501743E+018",1636254146,CLICK_COMMAND,3350692,10404670,4311926,3282,6,6,1,6,11322
4967,"7,02765807078703E+018",1636254152,SUBREQUEST_PARENT,1907433,14055986,3769575,42,0,14,1,13,695214
4968,"7,02765809655526E+018",1636254158,CLICK_COMMAND,4722507,14666389,4690250,268,11,12,96,6771,56069
4969,"7,02765810944311E+018",1636254161,CLICK_COMMAND,4823128,14918825,3972159,268,11,5,1,2,35187
4970,"7,0276581395073E+018",1636254168,CLICK_COMMAND,4722507,14666392,4690250,268,8,14,96,6771,56069
4971,"7,02765814809507E+018",1636254170,CLICK_COMMAND,3816051,11596514,4560311,268,8,14,1,14,949118
4972,"7,02765816098076E+018",1636254173,CLICK_COMMAND,3350692,10404670,4311926,3282,11,5,5,5641,100143
4973,"7,02765817387981E+018",1636254176,DYNAMIC,4827502,14849247,4504721,42,0,12,1,14,467280
4974,"7,02765819533853E+018",1636254181,DYNAMIC,4808013,14795805,4578786,268,6,17,1,2,42476
4975,"7,0276581996348E+018",1636254182,CLICK_COMMAND,4781990,14753688,4696344,270,0,0,7,2597,87021
4976,"7,02765822110827E+018",1636254187,DYNAMIC,4716936,14535576,4395088,3145,11,12,1,10,1769
4977,"7,02765824258526E+018",1636254192,CLICK_COMMAND,3626186,11091186,4529255,3282,11,10,47,394,48277
4978,"7,02765824688797E+018",1636254193,CLICK_COMMAND,4635291,14550955,2700873,1017,15,17,2,46,90371
4979,"7,02765828124495E+018",1636254201,DYNAMIC,4786410,14739602,4563851,3392,8,14,7,2552,71301
4980,"7,02765829843668E+018",1636254205,DYNAMIC,4843730,14912384,3769571,42,0,0,1,11,96149
4981,"7,02765831989251E+018",1636254210,DYNAMIC,4851818,14935434,4386889,241,11,17,2,51,1703
4982,"7,02765835428928E+018",1636254219,DYNAMIC,4747016,14637572,4628455,3506,11,17,NULL,NULL,NULL
4983,"7,02765838431991E+018",1636254225,DYNAMIC,3754327,11519742,4528675,71,11,17,1,9,37978
4984,"7,0276583843355E+018",1636254225,DYNAMIC,4520813,14056216,4662599,42,0,12,1,9,607597
4985,"7,02765841008735E+018",1636254231,SUBREQUEST_PARENT,3447763,10654086,4500760,408,6,17,1,12,96236
4986,"7,02765845733212E+018",1636254242,DYNAMIC,4148105,14543371,543154,393,27,16,47,410,48897
4987,"7,02765856470742E+018",1636254267,DYNAMIC,4824573,14840845,4699232,270,11,12,71,5977,50672
4988,"7,02765857329585E+018",1636254269,DYNAMIC,4713978,14854838,4690247,268,11,6,246,806,54400
4989,"7,02765859907155E+018",1636254275,CLICK_COMMAND,4705740,14515279,4573072,3341,11,12,1,9,693945
4990,"7,02765860336068E+018",1636254276,DYNAMIC,3542072,14280753,4600820,742,11,12,7,5459,82796
4991,"7,02765863772363E+018",1636254284,CLICK_COMMAND,4779292,14731630,4630638,3334,0,14,1,10,10200
4992,"7,02765868925977E+018",1636254296,DYNAMIC,4753682,14656363,4428564,3445,8,14,1,15,11746
4993,"7,02765869785062E+018",1636254298,CLICK_COMMAND,4027847,12149018,4596175,268,11,12,1,9,95551
4994,"7,02765871073539E+018",1636254301,DYNAMIC,4848018,14925135,3557686,3145,11,12,1,2,3324
4995,"7,02765871932762E+018",1636254303,CLICK_COMMAND,4064122,12218928,4522547,3334,11,12,1,15,11746
4996,"7,0276587408037E+018",1636254308,DYNAMIC,4822049,14913048,4698788,268,11,12,7,5459,82796
4997,"7,02765874510083E+018",1636254309,CLICK_COMMAND,4772181,14694390,4405735,3348,11,10,1,7,1712
4998,"7,02765874939049E+018",1636254310,CLICK_COMMAND,4046554,12179172,3422231,268,11,12,1,16,467954
4999,"7,02765874939239E+018",1636254310,CLICK_COMMAND,3350692,10404670,4311926,3282,6,6,44,333,47610
5000,"7,02765875798619E+018",1636254312,CLICK_COMMAND,4823394,14835950,4405735,3348,11,12,1,2,42476
5001,"7,02765876229191E+018",1636254313,DYNAMIC,3619816,13603014,3769573,42,0,12,1,14,1025737
5002,"7,02765878376392E+018",1636254318,DYNAMIC,4823597,14836546,3702468,42,15,17,1,9,1060784
5003,"7,02765879663611E+018",1636254321,CLICK_COMMAND,4709719,14851869,4690250,268,8,14,1,6,11322
5004,"7,02765879663867E+018",1636254321,SUBREQUEST_PARENT,1907433,14050970,3769566,42,0,12,1,6,11322
5005,"7,02765881381454E+018",1636254325,DYNAMIC,4494486,14542974,4541564,71,8,5,1,2,3324
5006,"7,02765882241457E+018",1636254327,SUBREQUEST_PARENT,1907433,14049735,3769566,42,11,12,1,1,40153
5007,"7,02765883528951E+018",1636254330,CLICK_COMMAND,4722507,14666392,4690250,268,11,12,96,6771,56069
5008,"7,02765883958546E+018",1636254331,CLICK_COMMAND,3353520,10408897,4311926,3282,8,14,1,9,1783
5009,"7,02765884387866E+018",1636254332,CLICK_COMMAND,3353521,10408898,4311926,3282,8,14,7,2554,72229
5010,"7,02765885246905E+018",1636254334,DYNAMIC,4487287,14656755,4528675,71,11,12,1,9,7653
5011,"7,02765886105911E+018",1636254336,DYNAMIC,4727523,14565069,4524325,3544,15,17,1,1,43326
5012,"7,02765887394369E+018",1636254339,DYNAMIC,3565702,10946725,3849942,3232,11,12,7,2597,87021
5013,"7,02765890830539E+018",1636254347,CLICK_COMMAND,4478164,13907127,4569224,250,11,5,1,7,22751
5014,"7,0276589641494E+018",1636254360,CLICK_COMMAND,4740776,14607328,4636957,3334,6,6,1,10,1770
5015,"7,02765897703706E+018",1636254363,DYNAMIC,4754472,14659068,3830756,42,6,10,NULL,NULL,NULL
5016,"7,02765900279343E+018",1636254369,CLICK_COMMAND,3351869,10406152,4311903,3282,0,0,7,2554,72185
5017,"7,02765902427567E+018",1636254374,DYNAMIC,2833371,9007805,4302453,3343,11,12,2,47,12147
5018,"7,02765902856245E+018",1636254375,CLICK_COMMAND,4834188,14873789,4573371,250,11,12,1,7,1712
5019,"7,02765905003735E+018",1636254380,DYNAMIC,4847412,14923075,4701110,270,11,12,7,5459,82796
5020,"7,02765908010494E+018",1636254387,DYNAMIC,4781465,14717409,4352567,408,8,14,1,7,1712
5021,"7,02765911875814E+018",1636254396,DYNAMIC,4709690,14654262,4596309,268,6,17,7,5459,82796
5022,"7,02765912305428E+018",1636254397,DYNAMIC,4045382,12175371,4586886,42,11,12,1,14,129584
5023,"7,02765914023212E+018",1636254401,SUBREQUEST_PARENT,1907433,14055848,3769569,42,0,14,1,1,363376
5024,"7,02765916171089E+018",1636254406,CLICK_COMMAND,4740177,14689677,4627152,268,11,12,1,1,93953
5025,"7,02765916600369E+018",1636254407,CLICK_COMMAND,4823128,14918825,3972159,268,15,17,1,10,207057
5026,"7,02765920465814E+018",1636254416,DYNAMIC,4783793,14738793,4360751,111,15,10,1,2,3324
5027,"7,02765925190029E+018",1636254427,CLICK_COMMAND,4823128,14918825,3972159,268,11,17,1,7,1712
5028,"7,02765930344389E+018",1636254439,CLICK_COMMAND,4722443,14665472,4690250,268,11,12,89,6061,55886
5029,"7,02765930773558E+018",1636254440,CLICK_COMMAND,3627337,11094409,4529255,3282,11,17,1,1,4062
5030,"7,02765931203094E+018",1636254441,DYNAMIC,4668376,14440350,4650219,3637,11,6,7,2598,87751
5031,"7,02765931204569E+018",1636254441,SUBREQUEST_PARENT,1907433,6517921,3769553,42,8,14,1,12,96252
5032,"7,02765932921238E+018",1636254445,CLICK_COMMAND,4713978,14764121,4690250,268,11,12,246,915,55427
5033,"7,02765935499051E+018",1636254451,DYNAMIC,4818358,14819225,3702467,42,15,17,1,11,694203
5034,"7,02765936786466E+018",1636254454,CLICK_COMMAND,4808739,14828301,4534520,268,11,17,7,5459,82796
5035,"7,02765936786893E+018",1636254454,DYNAMIC,2073980,11434047,4552972,3137,8,14,1,3,1739
5036,"7,02765937645453E+018",1636254456,CLICK_COMMAND,4737245,14832981,4698892,270,11,17,7,2593,86014
5037,"7,02765938504853E+018",1636254458,CLICK_COMMAND,4722443,14665472,4690250,268,11,12,89,1002,55897
5038,"7,02765939793107E+018",1636254461,SUBREQUEST_PARENT,1907433,6517886,3702470,42,6,17,1,10,1025121
5039,"7,02765940222532E+018",1636254462,DYNAMIC,4815554,14812237,4256585,408,11,12,1,10,207057
5040,"7,02765944518876E+018",1636254472,DYNAMIC,4741847,14742883,4430792,1810,11,12,2,51,1703
5041,"7,02765948383324E+018",1636254481,DYNAMIC,4844481,14914029,4498627,42,11,17,1,7,1764
5042,"7,0276594881248E+018",1636254483,DYNAMIC,4795177,14756713,3190434,408,6,17,1,10,89203
5043,"7,02765950960232E+018",1636254487,CLICK_COMMAND,3353521,10408898,4311926,3282,11,12,1,10,206957
5044,"7,02765951389539E+018",1636254488,CLICK_COMMAND,4718295,14565671,4523572,3334,11,12,1,11,7643
5045,"7,02765955684427E+018",1636254498,DYNAMIC,4807342,14793814,4386889,241,8,5,1,2,35187
5046,"7,02765959979821E+018",1636254508,DYNAMIC,4833782,14872451,4586881,42,11,12,1,7,1712
5047,"7,02765961268128E+018",1636254511,DYNAMIC,4709716,14852945,4603454,268,6,5,1,2,35187
5048,"7,0276596255669E+018",1636254514,CLICK_COMMAND,4718294,14565817,4584227,3334,11,12,1,2,870402
5049,"7,02765962986075E+018",1636254515,SUBREQUEST_PARENT,1907433,14050970,3769566,42,0,12,1,2,206432
5050,"7,02765966421839E+018",1636254523,CLICK_COMMAND,4737245,14832981,4698892,270,11,17,7,2593,86014
5051,"7,02765976300323E+018",1636254546,CLICK_COMMAND,3627337,11094409,4529255,3282,11,12,1,10,207151
5052,"7,02765981454218E+018",1636254558,DYNAMIC,4798236,14763574,4386889,241,11,12,1,3,89149
5053,"7,02765984890127E+018",1636254566,CLICK_COMMAND,3350692,10404670,4311926,3282,11,10,1,10,207097
5054,"7,02765985320514E+018",1636254567,DYNAMIC,4520830,14056282,4662602,42,0,14,1,7,1712
5055,"7,027659857491E+018",1636254568,DYNAMIC,4781465,14717409,4352567,408,0,14,1,7,1712
5056,"7,02765986179023E+018",1636254569,CLICK_COMMAND,4718294,14565817,4584227,3334,11,12,1,10,41731
5057,"7,02765986608192E+018",1636254570,DYNAMIC,4593381,14234302,4527629,71,8,5,1,10,14843
5058,"7,02765988755977E+018",1636254575,DYNAMIC,4795421,14756976,3769547,42,15,17,2,51,1703
5059,"7,02765998204591E+018",1636254598,DYNAMIC,4382265,13629642,4502334,3517,11,6,7,2598,87751
5060,"7,02766001640473E+018",1636254605,CLICK_COMMAND,247486,820804,397690,13,0,6,NULL,NULL,NULL
5061,"7,02766002499971E+018",1636254607,DYNAMIC,2473535,11237600,3769567,42,0,12,1,10,207057
5062,"7,02766003788494E+018",1636254610,DYNAMIC,4803957,14833846,4565531,3447,6,6,1,11,96016
5063,"7,02766004646956E+018",1636254612,DYNAMIC,2347745,9336685,3849938,3232,8,14,22,151,470975
5064,"7,02766008512433E+018",1636254621,DYNAMIC,4669090,14477088,4593961,71,8,14,1,2,3324
5065,"7,02766014527387E+018",1636254636,SUBREQUEST_PARENT,1907433,6517884,3769546,42,8,5,2,51,1703
5066,"7,02766019679571E+018",1636254647,CLICK_COMMAND,4713978,14854827,4690250,268,8,14,246,928,55573
5067,"7,02766020109245E+018",1636254648,SUBREQUEST_PARENT,1907433,14055974,3769572,42,11,12,1,10,207057
5068,"7,02766020538578E+018",1636254649,DYNAMIC,4814134,14807330,3830755,42,6,17,1,7,1712
5069,"7,02766021826898E+018",1636254652,DYNAMIC,4799702,14770779,4291409,408,0,14,1,13,525893
5070,"7,02766022686042E+018",1636254654,DYNAMIC,3912935,11931061,4575815,42,11,12,1,9,1783
5071,"7,02766023115689E+018",1636254656,CLICK_COMMAND,4808631,14797560,3940141,566,11,12,1,10,10200
5072,"7,02766026123431E+018",1636254663,DYNAMIC,4850982,14931833,3702468,42,6,17,1,2,1019789
5073,"7,0276602912827E+018",1636254669,CLICK_COMMAND,4718271,14565533,4648939,3334,8,5,1,1,1020675
5074,"7,02766029128322E+018",1636254669,DYNAMIC,3644175,11136422,3849942,3232,8,14,7,2597,87021
5075,"7,02766029557773E+018",1636254670,DYNAMIC,4799702,14770779,4291409,408,0,14,1,10,1769
5076,"7,02766029559477E+018",1636254671,SUBREQUEST_PARENT,1907433,14050970,3769566,42,0,12,1,2,206417
5077,"7,02766035142502E+018",1636254683,DYNAMIC,4848106,14924727,4591165,3509,11,12,173,1991,67339
5078,"7,02766038147937E+018",1636254690,CLICK_COMMAND,4151315,12554521,2714953,250,11,12,1,7,1712
5079,"7,02766039007193E+018",1636254692,CLICK_COMMAND,4795420,14828462,3357150,2065,6,5,2,51,1703
5080,"7,02766041155011E+018",1636254697,DYNAMIC,3935291,11877054,3769567,42,0,12,1,15,709524
5081,"7,02766042443055E+018",1636254700,SUBREQUEST_PARENT,1907433,14055852,3769569,42,0,0,1,10,207057
5082,"7,02765795054781E+018",1636254125,DYNAMIC,4737142,14595134,3769576,42,0,0,1,2,3324
5083,"7,02765795054787E+018",1636254125,SUBREQUEST_PARENT,1907433,14055986,3769575,42,0,0,1,2,3324
5084,"7,02765799348326E+018",1636254134,SUBREQUEST_PARENT,1907433,14050970,3769566,42,0,12,1,10,363563
5085,"7,02765801065533E+018",1636254138,DYNAMIC,4799702,14770779,4291409,408,11,12,1,10,207057
5086,"7,02765801924749E+018",1636254140,CLICK_COMMAND,4050469,12187720,3881042,268,11,12,1,10,207057
5087,"7,02765802353997E+018",1636254141,DYNAMIC,4845068,14915664,4395088,3145,11,17,106,1287,57772
5088,"7,02765802354121E+018",1636254141,CLICK_COMMAND,4590953,14925711,4673965,3334,11,12,1,1,1765
5089,"7,02765803213029E+018",1636254143,CLICK_COMMAND,4795234,14756824,4663091,3578,11,17,106,1287,57772
5090,"7,02765805790344E+018",1636254149,DYNAMIC,4709690,14654261,4596310,268,11,17,7,2552,71301
5091,"7,02765806219579E+018",1636254150,CLICK_COMMAND,4722507,14666392,4690250,268,11,12,96,6771,56069
5092,"7,02765809655644E+018",1636254158,DYNAMIC,4783881,14730431,4348302,250,11,12,1,10,207057
5093,"7,02765812661944E+018",1636254165,CLICK_COMMAND,4370433,13594320,4644122,3334,8,14,3,20,4955
5094,"7,02765813950461E+018",1636254168,CLICK_COMMAND,4027834,12147192,4596175,268,11,12,1,9,40077
5095,"7,02765815239069E+018",1636254171,DYNAMIC,4799702,14770779,4291409,408,0,14,1,3,1739
5096,"7,02765815668651E+018",1636254172,DYNAMIC,4737863,14650639,4692733,268,11,17,7,2563,74333
5097,"7,02765816527415E+018",1636254174,DYNAMIC,3021722,11659190,3582692,42,6,17,1,1,1765
5098,"7,02765825976337E+018",1636254196,DYNAMIC,4779929,14714067,4428564,3445,6,17,1,7,1712
5099,"7,02765827265004E+018",1636254199,CLICK_COMMAND,4027828,12148960,4596175,268,8,14,1,1,40062
5100,"7,02765831989514E+018",1636254210,DYNAMIC,4485777,13929847,3955856,3236,0,0,1,2,206401
5101,"7,02765833707376E+018",1636254214,DYNAMIC,4848638,14925813,4386889,241,6,6,1,11,96016
5102,"7,02765834136755E+018",1636254215,DYNAMIC,4721271,14546612,4256587,408,11,12,1,6,11322
5103,"7,02765834566278E+018",1636254216,DYNAMIC,4795166,14756665,4335027,408,11,12,1,11,95902
5104,"7,02765835854794E+018",1636254219,DYNAMIC,4196136,14431161,3131916,268,8,14,7,2552,71301
5105,"7,02765838433649E+018",1636254226,DYNAMIC,4803918,14783593,3830756,42,11,17,1,2,3324
5106,"7,02765839290938E+018",1636254227,CLICK_COMMAND,4732865,14580992,4692341,742,11,12,1,2,125578
5107,"7,0276583972054E+018",1636254228,CLICK_COMMAND,4481589,14619898,449135,268,8,5,7,5459,82796
5108,"7,02765840579225E+018",1636254230,DYNAMIC,4781465,14717409,4352567,408,8,14,1,10,620051
5109,"7,02765841008761E+018",1636254231,CLICK_COMMAND,4772225,14694573,2772945,987,8,14,2,51,1703
5110,"7,02765841008866E+018",1636254231,CLICK_COMMAND,205559,658071,110312,270,14,16,1,11,40502
5111,"7,02765841008997E+018",1636254231,DYNAMIC,4786410,14739602,4563851,3392,11,12,7,2552,71301
5112,"7,02765844015167E+018",1636254238,CLICK_COMMAND,4713978,14854828,4690250,268,11,12,246,831,54662
5113,"7,02765844017316E+018",1636254239,SUBREQUEST_PARENT,1907433,14055981,3769572,42,0,12,1,10,207057
5114,"7,02765844874219E+018",1636254240,CLICK_COMMAND,4713978,14854828,4690250,268,29,12,246,831,54656
5115,"7,02765846162781E+018",1636254243,CLICK_COMMAND,3763213,11664086,2982629,270,0,14,1,11,3247
5116,"7,02765846162984E+018",1636254243,DYNAMIC,4847412,14923074,4701112,270,8,5,7,2552,71301
5117,"7,02765846592166E+018",1636254244,DYNAMIC,4709690,14654261,4596310,268,8,5,7,2552,71301
5118,"7,02765855182154E+018",1636254264,DYNAMIC,4722502,14666415,4691447,268,11,12,96,6771,56069
5119,"7,0276585690014E+018",1636254268,DYNAMIC,4676447,14455940,4502333,3517,11,6,7,2582,81722
5120,"7,02765864201506E+018",1636254285,DYNAMIC,4855434,14945671,4386889,241,11,17,1,2,35187
5121,"7,02765866778539E+018",1636254291,DYNAMIC,4724153,14553665,3564676,425,11,17,7,5459,82796
5122,"7,02765869784957E+018",1636254298,DYNAMIC,4793281,14751891,4256587,408,11,12,1,7,1712
5123,"7,02765871933417E+018",1636254303,CLICK_COMMAND,1497732,5088675,3397658,6,0,6,NULL,NULL,NULL
5124,"7,02765877516016E+018",1636254316,DYNAMIC,4773879,14698252,3796938,3220,15,17,2,51,1703
5125,"7,02765877945592E+018",1636254317,DYNAMIC,4717592,14538525,4368641,268,11,12,1,7,95019
5126,"7,02765878374924E+018",1636254318,DYNAMIC,4763719,14681005,3016443,270,30,12,1,10,14843
5127,"7,02765880092905E+018",1636254322,CLICK_COMMAND,4815452,14811317,4599678,268,11,12,1,1,93998
5128,"7,02765883529324E+018",1636254330,DYNAMIC,4754591,14659508,4403245,111,8,5,1,3,89149
5129,"7,02765883958343E+018",1636254331,DYNAMIC,4259077,14064295,4526057,3547,8,14,7,2597,87021
5130,"7,02765886105826E+018",1636254336,CLICK_COMMAND,4093287,14507801,4320420,3202,30,14,1,3,1739
5131,"7,02765886964951E+018",1636254338,CLICK_COMMAND,4736353,14591329,4569224,250,11,5,1,7,1712
5132,"7,02765887394356E+018",1636254339,DYNAMIC,3970031,11954576,4395109,3232,11,12,7,2597,87021
5133,"7,02765889113326E+018",1636254344,CLICK_COMMAND,4742093,14773409,4530191,3334,8,14,2,51,1703
5134,"7,02765889971402E+018",1636254345,DYNAMIC,4425747,14646314,4528675,71,11,12,1,9,7653
5135,"7,02765890830303E+018",1636254347,DYNAMIC,3023964,9461134,3849937,3232,11,12,7,2552,71301
5136,"7,02765901997362E+018",1636254373,CLICK_COMMAND,4780852,14716394,4320420,3202,11,12,1,10,207151
5137,"7,02765901998241E+018",1636254373,CLICK_COMMAND,4772181,14694390,4405735,3348,11,12,1,2,206486
5138,"7,02765902426958E+018",1636254374,CLICK_COMMAND,4151315,12554521,2714953,250,8,14,1,7,1712
5139,"7,02765902857011E+018",1636254375,CLICK_COMMAND,4772181,14694390,4405735,3348,11,10,1,7,1712
5140,"7,02765907151231E+018",1636254385,DYNAMIC,4799702,14767536,4291409,408,11,12,1,9,206801
5141,"7,02765907151441E+018",1636254385,CLICK_COMMAND,4722507,14666392,4690250,268,8,14,96,6771,56069
5142,"7,0276590972831E+018",1636254391,DYNAMIC,4700805,14504433,4386889,241,6,12,1,10,1769
5143,"7,02765910587251E+018",1636254393,CLICK_COMMAND,4722443,14665474,4690250,268,11,12,89,6070,55999
5144,"7,02765915741422E+018",1636254406,CLICK_COMMAND,4039076,12175379,3881041,268,11,12,1,1,694100
5145,"7,02765917460313E+018",1636254409,SUBREQUEST_PARENT,1907433,6517883,3769543,42,15,17,1,2,870402
5146,"7,02765924331186E+018",1636254425,CLICK_COMMAND,3350692,10404670,4311926,3282,8,8,1,13,1789
5147,"7,02765925190435E+018",1636254427,DYNAMIC,4793419,14823322,4620773,71,15,17,1,2,94341
5148,"7,02765925620659E+018",1636254428,CLICK_COMMAND,4718271,14565533,4648939,3334,8,14,44,326,47249
5149,"7,02765927767448E+018",1636254434,CLICK_COMMAND,4766276,14702611,3812766,268,0,12,1,10,207057
5150,"7,02765932921153E+018",1636254445,CLICK_COMMAND,4050469,12187720,3881042,268,11,12,1,2,94155
5151,"7,02765938075514E+018",1636254457,DYNAMIC,3304671,10274249,3615769,42,8,14,1,1,43946
5152,"7,02765938076117E+018",1636254457,DYNAMIC,3978680,11978886,2787888,495,0,14,7,2554,72229
5153,"7,0276594022246E+018",1636254462,DYNAMIC,4721271,14546612,4256587,408,0,14,1,3,1739
5154,"7,02765940223148E+018",1636254462,CLICK_COMMAND,4772181,14694390,4405735,3348,11,12,1,2,206486
5155,"7,02765940651957E+018",1636254463,DYNAMIC,4732142,14912217,3954404,268,11,17,1,3,1739
5156,"7,02765942370212E+018",1636254467,DYNAMIC,4822049,14923843,4698788,268,11,12,7,5459,82796
5157,"7,02765944088887E+018",1636254471,CLICK_COMMAND,4718294,14565817,4584227,3334,11,12,1,14,1024948
